authors,created,description,id,is_prerelease,listed,summary,tags,total_downloads,verified,version 
Mark Slee,2011-01-07T08:02:58.26Z,"Thrift is a software framework for scalable cross-language services development. It combines a software stack with a code generation engine to build services that work efficiently and seamlessly between C++, Java, Python, PHP, Ruby, Erlang, Perl, Haskell, C#, Cocoa, Smalltalk, and OCaml.",Thrift,False,True,"Thrift is a software framework for scalable cross-language services development. It combines a software stack with a code generation engine to build services that work efficiently and seamlessly between C++, Java, Python, PHP, Ruby, Erlang, Perl, Haskell, C#, Cocoa, Smalltalk, and OCaml.",,78866,False,0.5.0
Daniel Cazzulino,2011-01-07T08:03:04.447Z,This library provides testable and dynamic tracing capabilities built on top of System.Diagnostics in .NET.,Tracer,False,True,,,9781,False,0.1.2
Mark Rendle,2011-01-07T08:03:05.807Z,Trespasser unit-testing helper library. Provides easy access to non-public members without generated code or ugly syntax. Can be used with any testing framework.,Trespasser,False,True,Trespasser unit-testing helper library. Provides easy access to non-public members without generated code or ugly syntax. Can be used with any testing framework.,,4155,False,1.0.0
Microsoft,2011-01-07T08:03:09.747Z,ASP.NET Web Pages helpers for displaying Twitter widgets like Follow Me and Tweet Buttons.,Twitter.Helper,False,True,,ASPNETWEBPAGES,40214,False,1.0.0
Microsoft,2011-01-07T08:03:12.807Z,"The Unity Application Block (Unity) is a lightweight extensible dependency injection container with support for constructor, property, and method call injection. Unity addresses the issues faced by developers engaged in component-based software engineering. Modern business applications consist of custom business objects and components that perform specific or generic tasks within the application, in addition to components that individually address cross cutting concerns such as logging, authentication, authorization, caching, and exception handling.",Unity,False,True,"The Unity Application Block (Unity) is a lightweight extensible dependency injection container with support for constructor, property, and method call injection. Unity addresses the issues faced by developers engaged in component-based software engineering. Modern business applications consist of custom business objects and components that perform specific or generic tasks within the application, in addition to components that individually address cross cutting concerns such as logging, authentication, authorization, caching, and exception handling.",,9151993,True,2.0.0
Clark Sell,2011-01-07T08:03:14.15Z,UrlShortener is a WebMatrix helper that will shorten urls.,UrlShortener,False,True,UrlShortener is a WebMatrix helper that will shorten urls.  The helper currently supports bit.ly but once finished it will add support for other providers.  The helper consists of two assemblies that will need to be copied to your bin folder.  It just takes a simple configuration in _appStart and then it is go time.,ASPNETWEBPAGES,2695,False,0.9.1
Clark Sell,2011-01-07T08:03:15.497Z,UrlShortener is a WebMatrix helper that will shorten urls.,UrlShortener.Helper,False,True,UrlShortener is a WebMatrix helper that will shorten urls.  The helper currently supports bit.ly but once finished it will add support for other providers.  The helper consists of two assemblies that will need to be copied to your bin folder.  It just takes a simple configuration in _appStart and then it is go time.,ASPNETWEBPAGES,3340,False,0.9.2
"Omu Valentin Plamadeala,Vadim Plamadeala",2011-01-07T08:03:16.823Z,ValueInjecter lets you define your own convention-based matching algorithms (ValueInjections) in order to match up (inject) source values to destination values.,ValueInjecter,False,True,ValueInjecter lets you define your own convention-based matching algorithms (ValueInjections) in order to match up (inject) source values to destination values.,,453158,False,2.1.0
"̠lij (Eli) Arbel,zuker",2011-01-07T08:03:19.01Z,WCF Contrib is a library with infrastructure implementations for client and service communications using WCF technology. The project contains useful components assembled from long-term business applications development and best practices.,WCFContrib,False,True,WCF Contrib is a library with infrastructure implementations for client and service communications using WCF technology. The project contains useful components assembled from long-term business applications development and best practices.,,5821,False,2.1.1
"Morten Abrahamsen,Magnus A.,Simon Cropp",2011-01-07T08:03:20.323Z,Collection of WCF extensions. The current version provides a compression channel.,WCFExtensions,False,True,Collection of WCF extensions. The current version provides a compression channel.,,2201,False,1.0.0
eyalp,2011-01-07T08:03:21.76Z,"A collection of useful WCF extensions including Soap Header support, WSDL documentation and more.",WCFExtras,False,True,"A collection of useful WCF extensions including Soap Header support, WSDL documentation and more.",,12827,False,2.0.0
David Ebbo,2011-01-07T08:03:27.057Z,A NuGet package that allows other packages to execute some startup code in web apps,WebActivator,False,True,A NuGet package that allows other packages to execute some startup code in web apps,,,False,1.0.0
"Damian Edwards,Tatham Oddie",2011-01-07T08:03:28.417Z,"A simple Model-View-Presenter framework for ASP.NET Web Forms to aid in building testable and maintainable ASP.NET projects. Features support for normal server controls, data-binding and async pages.",WebFormsMVP,False,True,"A simple Model-View-Presenter framework for ASP.NET Web Forms to aid in building testable and maintainable ASP.NET projects. Features support for normal server controls, data-binding and async pages.",,42010,False,0.9.7.2
Aaron Powell,2011-01-07T08:03:29.683Z,An Autofac-based Presenter Factory which allows custm IoC with WebForms MVP.,WebFormsMVP.Contrib.Autofac,False,True,An Autofac-based Presenter Factory which allows custm IoC with WebForms MVP.,,2755,False,0.9.7.2
"West Wind Technologies,Rick Strahl",2011-01-07T08:03:34.527Z,"West Wind Web Toolkit is Web Support Toolkit library that provides jQuery AJAX and REST functionality, a host of Web and general purpose .NET development utilities.",WestWindWebToolkitProject,False,True,,,,False,1.16.0
"Microsoft,Matt Hawley",2011-01-07T08:03:36.607Z,A regular expression based wiki engine allowing developers to integrate a wiki experience into an existing .NET application,WikiPlex,False,True,A regular expression based wiki engine allowing developers to integrate a wiki experience into an existing .NET application,,11886,False,1.4.0
"Microsoft,Matt Hawley",2011-01-07T08:03:38.887Z,A regular expression based wiki engine allowing developers to integrate a wiki experience into an existing .NET application,WikiPlex,False,True,,,11886,False,2.0.0
Microsoft,2011-01-07T08:03:41.26Z,"Windows Azure storage services provide persistent, redundant storage in the cloud. The Windows Azure Storage helper, allows you to easily retrieve and insert data into Blobs and Tables of Windows Azure Storage Services.",WindowsAzureStorage.Helper,False,True,,ASPNETWEBPAGES,6671,False,1.0.0
Rogerio Araujo,2011-01-07T08:03:42.543Z,"A DSL to help on XML authoring, with this library you can create xml content with few lines of code, there's no need to use System.Xml classes, the XMLBuilder hides all complexity behind xml generation.",xmlbuilder,False,True,"A DSL to help on XML authoring, with this library you can create xml content with few lines of code, there's no need to use System.Xml classes, the XMLBuilder hides all complexity behind xml generation.",,2628,False,1.0.1
"Keyvan Nayyeri,Darren Neimke,Many Others",2011-01-10T05:42:14.9Z,BlogML is an open format derived from XML to store and restore the content of a blog.,blogml,False,True,,,19718,False,2.1.0
Microsoft,2011-01-11T07:54:50.607Z,Allows SQL Server Compact 4.0 CTP2 to be used with Entity Framework Feature CTP5.,EFCodeFirst.SqlServerCompact,False,True,Allows SQL Server Compact 4.0 CTP2 to be used with Entity Framework FeatureCTP5.,,,False,0.8.8482
Jeremy Skinner,2011-01-09T11:45:25.857Z,"A validation library for .NET, Silverlight and WP7 that uses a fluent interface to construct strongly-typed validation rules.",FluentValidation,False,True,"A validation library for .NET, Silverlight and WP7 that uses a fluent interface to construct strongly-typed validation rules.",,4409269,True,2.0.0
Jeremy Skinner,2011-01-09T11:45:28.637Z,ASP.NET MVC 2 integration for FluentValidation,FluentValidation.MVC2,False,True,ASP.NET MVC 2 integration for FluentValidation,,4152,True,2.0.0
Jeremy Skinner,2011-01-09T11:45:30.997Z,ASP.NET MVC 3 integration for FluentValidation,FluentValidation.MVC3,False,True,ASP.NET MVC 3 integration for FluentValidation,,87394,True,2.0.0
Steve Sanderson,2011-01-11T22:40:40.663Z,Scaffolders for LINQ to SQL repositories and data contexts,LinqToSqlScaffolding,False,True,Scaffolders for LINQ to SQL repositories and data contexts,,11585,False,0.1.0
Steve Sanderson,2011-01-11T23:22:18.663Z,Scaffolders for LINQ to SQL repositories and data contexts,LinqToSqlScaffolding,False,True,Scaffolders for LINQ to SQL repositories and data contexts,,11585,False,0.1.1
Microsoft,2011-01-12T00:43:10.737Z,"This package contains web helpers to easily add functionality to your site such as Captcha validation, Twitter profile and search boxes, Gravatars, Video, Bing search, site analytics or themes.",microsoft-web-helpers,False,True,,ASPNETWEBPAGES,1076536,False,1.1.0
Mitch Denny,2011-01-09T03:43:06.557Z,MSTestContrib augments the capabilities of the MSTest framework by adding a specification language.,MSTestContrib,False,True,MSTestContrib augments the capabilities of the MSTest framework by adding a specification language.,,4922,False,1.1.0
S. M. SOHAN,2011-01-11T21:14:08.52Z,MvcMailer sends emails using the MVC views as Email Body with no effort.,MvcMailer,False,True,,,365448,False,0.2.0
"Scott Hanselman,Steve Sanderson",2011-01-11T23:17:42.087Z,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",MvcScaffolding,False,True,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",,318705,False,0.8.0
"Scott Hanselman,Steve Sanderson",2011-01-11T23:22:08.007Z,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",MvcScaffolding,False,True,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",,318705,False,0.8.1
